CONSÓRCIO/EMPRESA	SERVIÇO	LINHA	INTEGRAÇÃO	CIRCULARDENOMINAÇÃO		EXTENSÃO	TARIFA	PEDÁGIO	INTEGRAÇÃO	+ PEDÁGIO
INTERNORTE	COMUM	016	201	-	Integração com LINHA 1 AZUL DO METRO-GUARULHOS (TERMINAL URBANO GUARULHOS) - LINHA 1 AZUL D	23.216	4,80	-	2,12	6,92
INTERNORTE	COMUM	016	202	-	Integração com LINHA 2 VERDE DO METRO-GUARULHOS (TERMINAL URBANO GUARULHOS) - LINHA 2 VER	23.216	4,80	-	2,12	6,92
INTERNORTE	COMUM	016	203	-	Integração com LINHA 3 VERMELHA DO METRO-GUARULHOS (TERMINAL URBANO GUARULHOS) - LINHA 3	23.216	4,80	-	2,12	6,92
INTERNORTE	COMUM	016	204	-	Integração com LINHA 4 AMARELA DO METRO-GUARULHOS (TERMINAL URBANO GUARULHOS) - LINHA 4 A	23.216	4,80	-	2,12	6,92
										
(*)A tarifa+pedágio:valor pago pelo usuário										
(1)O usuário c/ origem no Metrô ou SPTRANS, paga o complemento no Ônibus Interm.										
(2)Legenda p/ integ.tarifárias: 201 a 215: Trilhos; 300-399:Ônibus Interm.; 400-499:Ônibus Munic.; 500-699:Ônibus Cor. ABD										
										
										
										
										
										
RELATÓRIO TARIFÁRIO - RMSP										
										
Data da Vigência:	09.01.2016									
Data da Atualização:	14.03.2016									
			SEÇÃO/					PARCELA	PARCELA	TARIFA
CONSÓRCIO/EMPRESA	SERVIÇO	LINHA	INTEGRAÇÃO	CIRCULARDENOMINAÇÃO		EXTENSÃO	TARIFA	PEDÁGIO	INTEGRAÇÃO	+ PEDÁGIO
			-2						TRILHOS	+ TRILHOS
INTERNORTE	COMUM	016	205	-	Integração com LINHA 5 LILAS DO METRO-GUARULHOS (TERMINAL URBANO GUARULHOS) - LINHA 5 LILAS	23.216	4,80	-	2,12	6,92
INTERNORTE	COMUM	016	207	-	Integração com LINHA 7 RUBI DA CPTM-GUARULHOS (TERMINAL URBANO GUARULHOS) - LINHA 7 RUBI DA	23.216	4,80	-	2,12	6,92
INTERNORTE	COMUM	016	208	-	Integração com LINHA 8 DIAMANTE DA CPTM-GUARULHOS (TERMINAL URBANO GUARULHOS) - LINHA 8 DIA	23.216	4,80	-	2,12	6,92
INTERNORTE	COMUM	016	209	-	Integração com LINHA 9 ESMERALDA DA CPTM-GUARULHOS (TERMINAL URBANO GUARULHOS) - LINHA 9 E	23.216	4,80	-	2,12	6,92
INTERNORTE	COMUM	016	210	-	Integração com LINHA 10 TURQUESA DA CPTM-GUARULHOS (TERMINAL URBANO GUARULHOS) - LINHA 1-	23.216	4,80	-	2,12	6,92
INTERNORTE	COMUM	016	211	-	Integração com LINHA 11 CORAL DA CPTM-GUARULHOS (TERMINAL URBANO GUARULHOS) - LINHA 11 COR	23.216	4,80	-	2,12	6,92
INTERNORTE	COMUM	016	212	-	Integração com LINHA 12 SAFIRA DA CPTM-GUARULHOS (TERMINAL URBANO GUARULHOS) - LINHA 12 SAF	23.216	4,80	-	2,12	6,92
INTERNORTE	COMUM	016	215	-	Integração com LINHA 15 PRATA DO METRO-GUARULHOS (TERMINAL URBANO GUARULHOS) - LINHA 15 PR	23.216	4,80	-	2,12	6,92
INTERNORTE	COMUM	016	301	-	Integração com LINHA 802 - GUARULHOS - SÃO PAULO (METRO TUCURUVI)	21.454	4,80	-	-	4,80
INTERNORTE	COMUM	042	-	-	MAIRIPORA (DIVISA)- SAO PAULO (TERMINAL RODOVIARIO TIETE) via MAIRIPORA (TERRA PRETA)	49.560	5,55	0,15	-	5,70
INTERNORTE	COMUM	042	201	-	Integração com LINHA 1 AZUL DO METRO-MAIRIPORA (DIVISA) - LINHA 1 AZUL DO METRO	49.560	5,55	0,15	2,12	7,82
INTERNORTE	COMUM	042	202	-	Integração com LINHA 2 VERDE DO METRO-MAIRIPORA (DIVISA) - LINHA 2 VERDE DO METRO	49.560	5,55	0,15	2,12	7,82
INTERNORTE	COMUM	042	203	-	Integração com LINHA 3 VERMELHA DO METRO-MAIRIPORA (DIVISA) - LINHA 3 VERMELHA DO METRO	49.560	5,55	0,15	2,12	7,82
INTERNORTE	COMUM	042	204	-	Integração com LINHA 4 AMARELA DO METRO-MAIRIPORA (DIVISA) - LINHA 4 AMARELA DO METRO	49.560	5,55	0,15	2,12	7,82
INTERNORTE	COMUM	042	205	-	Integração com LINHA 5 LILAS DO METRO-MAIRIPORA (DIVISA) - LINHA 5 LILAS DO METRO	49.560	5,55	0,15	2,12	7,82
INTERNORTE	COMUM	042	207	-	Integração com LINHA 7 RUBI DA CPTM-MAIRIPORA (DIVISA) - LINHA 7 RUBI DA CPTM	49.560	5,55	0,15	2,12	7,82
INTERNORTE	COMUM	042	208	-	Integração com LINHA 8 DIAMANTE DA CPTM-MAIRIPORA (DIVISA) - LINHA 8 DIAMANTE DA CPTM	49.560	5,55	0,15	2,12	7,82
INTERNORTE	COMUM	042	209	-	Integração com LINHA 9 ESMERALDA DA CPTM-MAIRIPORA (DIVISA) - LINHA 9 ESMERALDA DA CPTM	49.560	5,55	0,15	2,12	7,82
INTERNORTE	COMUM	042	210	-	Integração com LINHA 10 TURQUESA DA CPTM-MAIRIPORA (DIVISA) - LINHA 1- TURQUESA DA CPTM	49.560	5,55	0,15	2,12	7,82
INTERNORTE	COMUM	042	211	-	Integração com LINHA 11 CORAL DA CPTM-MAIRIPORA (DIVISA) - LINHA 11 CORAL DA CPTM	49.560	5,55	0,15	2,12	7,82
INTERNORTE	COMUM	042	212	-	Integração com LINHA 12 SAFIRA DA CPTM-MAIRIPORA (DIVISA) - LINHA 12 SAFIRA DA CPTM	49.560	5,55	0,15	2,12	7,82
INTERNORTE	COMUM	042	215	-	Integração com LINHA 15 PRATA DO METRO-MAIRIPORA (DIVISA) - LINHA 15 PRATA DO METRO	49.560	5,55	0,15	2,12	7,82
INTERNORTE	COMUM	042VP1	-	-	MAIRIPORA (TERMINAL RODOVIARIO SIGUEMI AIACYDA)- SAO PAULO (TERMINAL RODOVIARIO TIETE)	32.956	5,55	0,15	-	5,70
INTERNORTE	COMUM	042VP1	201	-	Integração com LINHA 1 AZUL DO METRO-MAIRIPORA (TERMINAL RODOVIARIO SIGUEMI AIACYDA) - LINHA 1	32.956	5,55	0,15	2,12	7,82
INTERNORTE	COMUM	042VP1	202	-	Integração com LINHA 2 VERDE DO METRO-MAIRIPORA (TERMINAL RODOVIARIO SIGUEMI AIACYDA) - LINHA	32.956	5,55	0,15	2,12	7,82
INTERNORTE	COMUM	042VP1	203	-	Integração com LINHA 3 VERMELHA DO METRO-MAIRIPORA (TERMINAL RODOVIARIO SIGUEMI AIACYDA) - L	32.956	5,55	0,15	2,12	7,82
INTERNORTE	COMUM	042VP1	204	-	Integração com LINHA 4 AMARELA DO METRO-MAIRIPORA (TERMINAL RODOVIARIO SIGUEMI AIACYDA) - LIN	32.956	5,55	0,15	2,12	7,82
INTERNORTE	COMUM	042VP1	205	-	Integração com LINHA 5 LILAS DO METRO-MAIRIPORA (TERMINAL RODOVIARIO SIGUEMI AIACYDA) - LINHA	32.956	5,55	0,15	2,12	7,82
INTERNORTE	COMUM	042VP1	207	-	Integração com LINHA 7 RUBI DA CPTM-MAIRIPORA (TERMINAL RODOVIARIO SIGUEMI AIACYDA) - LINHA 7 R	32.956	5,55	0,15	2,12	7,82
INTERNORTE	COMUM	042VP1	208	-	Integração com LINHA 8 DIAMANTE DA CPTM-MAIRIPORA (TERMINAL RODOVIARIO SIGUEMI AIACYDA) - LINH	32.956	5,55	0,15	2,12	7,82
INTERNORTE	COMUM	042VP1	209	-	Integração com LINHA 9 ESMERALDA DA CPTM-MAIRIPORA (TERMINAL RODOVIARIO SIGUEMI AIACYDA) - LI	32.956	5,55	0,15	2,12	7,82
INTERNORTE	COMUM	042VP1	210	-	Integração com LINHA 10 TURQUESA DA CPTM-MAIRIPORA (TERMINAL RODOVIARIO SIGUEMI AIACYDA) - LI	32.956	5,55	0,15	2,12	7,82
INTERNORTE	COMUM	042VP1	211	-	Integração com LINHA 11 CORAL DA CPTM-MAIRIPORA (TERMINAL RODOVIARIO SIGUEMI AIACYDA) - LINHA	32.956	5,55	0,15	2,12	7,82
INTERNORTE	COMUM	042VP1	212	-	Integração com LINHA 12 SAFIRA DA CPTM-MAIRIPORA (TERMINAL RODOVIARIO SIGUEMI AIACYDA) - LINHA	32.956	5,55	0,15	2,12	7,82
INTERNORTE	COMUM	042VP1	215	-	Integração com LINHA 15 PRATA DO METRO-MAIRIPORA (TERMINAL RODOVIARIO SIGUEMI AIACYDA) - LINH	32.956	5,55	0,15	2,12	7,82
INTERNORTE	COMUM	049	-	-	MAIRIPORA (TERMINAL RODOVIARIO SIGUEMI AIACYDA)- FRANCO DA ROCHA (CENTRO)	18.065	4,40	-	-	4,40
INTERNORTE	COMUM	049	201	-	Integração com LINHA 1 AZUL DO METRO-MAIRIPORA (TERMINAL RODOVIARIO SIGUEMI AIACYDA) - LINHA 1	18.065	4,40	-	2,12	6,52
INTERNORTE	COMUM	049	202	-	Integração com LINHA 2 VERDE DO METRO-MAIRIPORA (TERMINAL RODOVIARIO SIGUEMI AIACYDA) - LINHA	18.065	4,40	-	2,12	6,52
INTERNORTE	COMUM	049	203	-	Integração com LINHA 3 VERMELHA DO METRO-MAIRIPORA (TERMINAL RODOVIARIO SIGUEMI AIACYDA) - L	18.065	4,40	-	2,12	6,52
										
(*)A tarifa+pedágio:valor pago pelo usuário										
(1)O usuário c/ origem no Metrô ou SPTRANS, paga o complemento no Ônibus Interm.										
(2)Legenda p/ integ.tarifárias: 201 a 215: Trilhos; 300-399:Ônibus Interm.; 400-499:Ônibus Munic.; 500-699:Ônibus Cor. ABD										
										
										
										
										
										
RELATÓRIO TARIFÁRIO - RMSP										
										
Data da Vigência:	09.01.2016									
Data da Atualização:	14.03.2016									
			SEÇÃO/					PARCELA	PARCELA	TARIFA
CONSÓRCIO/EMPRESA	SERVIÇO	LINHA	INTEGRAÇÃO	CIRCULARDENOMINAÇÃO		EXTENSÃO	TARIFA	PEDÁGIO	INTEGRAÇÃO	+ PEDÁGIO
			-2						TRILHOS	+ TRILHOS
INTERNORTE	COMUM	049	204	-	Integração com LINHA 4 AMARELA DO METRO-MAIRIPORA (TERMINAL RODOVIARIO SIGUEMI AIACYDA) - LIN	18.065	4,40	-	2,12	6,52
INTERNORTE	COMUM	049	205	-	Integração com LINHA 5 LILAS DO METRO-MAIRIPORA (TERMINAL RODOVIARIO SIGUEMI AIACYDA) - LINHA	18.065	4,40	-	2,12	6,52
INTERNORTE	COMUM	049	207	-	Integração com LINHA 7 RUBI DA CPTM-MAIRIPORA (TERMINAL RODOVIARIO SIGUEMI AIACYDA) - LINHA 7 R	18.065	4,40	-	2,12	6,52
INTERNORTE	COMUM	049	208	-	Integração com LINHA 8 DIAMANTE DA CPTM-MAIRIPORA (TERMINAL RODOVIARIO SIGUEMI AIACYDA) - LINH	18.065	4,40	-	2,12	6,52
INTERNORTE	COMUM	049	209	-	Integração com LINHA 9 ESMERALDA DA CPTM-MAIRIPORA (TERMINAL RODOVIARIO SIGUEMI AIACYDA) - LI	18.065	4,40	-	2,12	6,52
INTERNORTE	COMUM	049	210	-	Integração com LINHA 10 TURQUESA DA CPTM-MAIRIPORA (TERMINAL RODOVIARIO SIGUEMI AIACYDA) - LI	18.065	4,40	-	2,12	6,52
INTERNORTE	COMUM	049	211	-	Integração com LINHA 11 CORAL DA CPTM-MAIRIPORA (TERMINAL RODOVIARIO SIGUEMI AIACYDA) - LINHA	18.065	4,40	-	2,12	6,52
INTERNORTE	COMUM	049	212	-	Integração com LINHA 12 SAFIRA DA CPTM-MAIRIPORA (TERMINAL RODOVIARIO SIGUEMI AIACYDA) - LINHA	18.065	4,40	-	2,12	6,52
INTERNORTE	COMUM	049	215	-	Integração com LINHA 15 PRATA DO METRO-MAIRIPORA (TERMINAL RODOVIARIO SIGUEMI AIACYDA) - LINH	18.065	4,40	-	2,12	6,52
INTERNORTE	COMUM	073	-	-	GUARULHOS (NOVA BONSUCESSO)- SAO PAULO (SAO MIGUEL PAULISTA)	22.620	4,15	-	-	4,15
INTERNORTE	COMUM	073	201	-	Integração com LINHA 1 AZUL DO METRO-GUARULHOS (NOVA BONSUCESSO) - LINHA 1 AZUL DO METRO	22.620	4,15	-	2,12	6,27
INTERNORTE	COMUM	073	202	-	Integração com LINHA 2 VERDE DO METRO-GUARULHOS (NOVA BONSUCESSO) - LINHA 2 VERDE DO METR	22.620	4,15	-	2,12	6,27
INTERNORTE	COMUM	073	203	-	Integração com LINHA 3 VERMELHA DO METRO-GUARULHOS (NOVA BONSUCESSO) - LINHA 3 VERMELHA D	22.620	4,15	-	2,12	6,27
INTERNORTE	COMUM	073	204	-	Integração com LINHA 4 AMARELA DO METRO-GUARULHOS (NOVA BONSUCESSO) - LINHA 4 AMARELA DO	22.620	4,15	-	2,12	6,27
INTERNORTE	COMUM	073	205	-	Integração com LINHA 5 LILAS DO METRO-GUARULHOS (NOVA BONSUCESSO) - LINHA 5 LILAS DO METRO	22.620	4,15	-	2,12	6,27
INTERNORTE	COMUM	073	207	-	Integração com LINHA 7 RUBI DA CPTM-GUARULHOS (NOVA BONSUCESSO) - LINHA 7 RUBI DA CPTM	22.620	4,15	-	2,12	6,27
INTERNORTE	COMUM	073	208	-	Integração com LINHA 8 DIAMANTE DA CPTM-GUARULHOS (NOVA BONSUCESSO) - LINHA 8 DIAMANTE DA C	22.620	4,15	-	2,12	6,27
INTERNORTE	COMUM	073	209	-	Integração com LINHA 9 ESMERALDA DA CPTM-GUARULHOS (NOVA BONSUCESSO) - LINHA 9 ESMERALDA	22.620	4,15	-	2,12	6,27
INTERNORTE	COMUM	073	210	-	Integração com LINHA 10 TURQUESA DA CPTM-GUARULHOS (NOVA BONSUCESSO) - LINHA 1- TURQUESA D	22.620	4,15	-	2,12	6,27
INTERNORTE	COMUM	073	211	-	Integração com LINHA 11 CORAL DA CPTM-GUARULHOS (NOVA BONSUCESSO) - LINHA 11 CORAL DA CPTM	22.620	4,15	-	2,12	6,27
INTERNORTE	COMUM	073	212	-	Integração com LINHA 12 SAFIRA DA CPTM-GUARULHOS (NOVA BONSUCESSO) - LINHA 12 SAFIRA DA CPTM	22.620	4,15	-	2,12	6,27
INTERNORTE	COMUM	073	215	-	Integração com LINHA 15 PRATA DO METRO-GUARULHOS (NOVA BONSUCESSO) - LINHA 15 PRATA DO MET	22.620	4,15	-	2,12	6,27
INTERNORTE	COMUM	077	-	-	GUARULHOS (JARDIM ANY)- SAO PAULO (METRO BRAS) via SAO PAULO (SAO MIGUEL PAULISTA)	34.633	5,55	-	-	5,55
INTERNORTE	COMUM	077	201	-	Integração com LINHA 1 AZUL DO METRO-GUARULHOS (JARDIM ANY) - LINHA 1 AZUL DO METRO	34.633	5,55	-	2,12	7,67
INTERNORTE	COMUM	077	202	-	Integração com LINHA 2 VERDE DO METRO-GUARULHOS (JARDIM ANY) - LINHA 2 VERDE DO METRO	34.633	5,55	-	2,12	7,67
INTERNORTE	COMUM	077	203	-	Integração com LINHA 3 VERMELHA DO METRO-GUARULHOS (JARDIM ANY) - LINHA 3 VERMELHA DO METR	34.633	5,55	-	2,12	7,67
INTERNORTE	COMUM	077	204	-	Integração com LINHA 4 AMARELA DO METRO-GUARULHOS (JARDIM ANY) - LINHA 4 AMARELA DO METRO	34.633	5,55	-	2,12	7,67
INTERNORTE	COMUM	077	205	-	Integração com LINHA 5 LILAS DO METRO-GUARULHOS (JARDIM ANY) - LINHA 5 LILAS DO METRO	34.633	5,55	-	2,12	7,67
INTERNORTE	COMUM	077	207	-	Integração com LINHA 7 RUBI DA CPTM-GUARULHOS (JARDIM ANY) - LINHA 7 RUBI DA CPTM	34.633	5,55	-	2,12	7,67
INTERNORTE	COMUM	077	208	-	Integração com LINHA 8 DIAMANTE DA CPTM-GUARULHOS (JARDIM ANY) - LINHA 8 DIAMANTE DA CPTM	34.633	5,55	-	2,12	7,67
INTERNORTE	COMUM	077	209	-	Integração com LINHA 9 ESMERALDA DA CPTM-GUARULHOS (JARDIM ANY) - LINHA 9 ESMERALDA DA CPTM	34.633	5,55	-	2,12	7,67
INTERNORTE	COMUM	077	210	-	Integração com LINHA 10 TURQUESA DA CPTM-GUARULHOS (JARDIM ANY) - LINHA 1- TURQUESA DA CPTM	34.633	5,55	-	2,12	7,67
INTERNORTE	COMUM	077	211	-	Integração com LINHA 11 CORAL DA CPTM-GUARULHOS (JARDIM ANY) - LINHA 11 CORAL DA CPTM	34.633	5,55	-	2,12	7,67
INTERNORTE	COMUM	077	212	-	Integração com LINHA 12 SAFIRA DA CPTM-GUARULHOS (JARDIM ANY) - LINHA 12 SAFIRA DA CPTM	34.633	5,55	-	2,12	7,67
INTERNORTE	COMUM	077	215	-	Integração com LINHA 15 PRATA DO METRO-GUARULHOS (JARDIM ANY) - LINHA 15 PRATA DO METRO	34.633	5,55	-	2,12	7,67
INTERNORTE	COMUM	093	-	-	GUARULHOS (PRACA SANTOS DUMONT)- SAO PAULO (METRO CARRAO)	17.174	4,40	-	-	4,40
INTERNORTE	COMUM	093	201	-	Integração com LINHA 1 AZUL DO METRO-GUARULHOS (PRACA SANTOS DUMONT) - LINHA 1 AZUL DO MET	17.174	4,40	-	2,12	6,52
INTERNORTE	COMUM	093	202	-	Integração com LINHA 2 VERDE DO METRO-GUARULHOS (PRACA SANTOS DUMONT) - LINHA 2 VERDE DO M	17.174	4,40	-	2,12	6,52
INTERNORTE	COMUM	093	203	-	Integração com LINHA 3 VERMELHA DO METRO-GUARULHOS (PRACA SANTOS DUMONT) - LINHA 3 VERMEL	17.174	4,40	-	2,12	6,52
										
(*)A tarifa+pedágio:valor pago pelo usuário										
(1)O usuário c/ origem no Metrô ou SPTRANS, paga o complemento no Ônibus Interm.										
(2)Legenda p/ integ.tarifárias: 201 a 215: Trilhos; 300-399:Ônibus Interm.; 400-499:Ônibus Munic.; 500-699:Ônibus Cor. ABD										
										
										
										
										
										
RELATÓRIO TARIFÁRIO - RMSP										
										
Data da Vigência:	09.01.2016									
Data da Atualização:	14.03.2016									
			SEÇÃO/					PARCELA	PARCELA	TARIFA
CONSÓRCIO/EMPRESA	SERVIÇO	LINHA	INTEGRAÇÃO	CIRCULARDENOMINAÇÃO		EXTENSÃO	TARIFA	PEDÁGIO	INTEGRAÇÃO	+ PEDÁGIO
			-2						TRILHOS	+ TRILHOS
INTERNORTE	COMUM	093	204	-	Integração com LINHA 4 AMARELA DO METRO-GUARULHOS (PRACA SANTOS DUMONT) - LINHA 4 AMARELA	17.174	4,40	-	2,12	6,52
INTERNORTE	COMUM	093	205	-	Integração com LINHA 5 LILAS DO METRO-GUARULHOS (PRACA SANTOS DUMONT) - LINHA 5 LILAS DO MET	17.174	4,40	-	2,12	6,52
INTERNORTE	COMUM	093	207	-	Integração com LINHA 7 RUBI DA CPTM-GUARULHOS (PRACA SANTOS DUMONT) - LINHA 7 RUBI DA CPTM	17.174	4,40	-	2,12	6,52
INTERNORTE	COMUM	093	208	-	Integração com LINHA 8 DIAMANTE DA CPTM-GUARULHOS (PRACA SANTOS DUMONT) - LINHA 8 DIAMANTE	17.174	4,40	-	2,12	6,52
INTERNORTE	COMUM	093	209	-	Integração com LINHA 9 ESMERALDA DA CPTM-GUARULHOS (PRACA SANTOS DUMONT) - LINHA 9 ESMERA	17.174	4,40	-	2,12	6,52
INTERNORTE	COMUM	093	210	-	Integração com LINHA 10 TURQUESA DA CPTM-GUARULHOS (PRACA SANTOS DUMONT) - LINHA 1- TURQUE	17.174	4,40	-	2,12	6,52
INTERNORTE	COMUM	093	211	-	Integração com LINHA 11 CORAL DA CPTM-GUARULHOS (PRACA SANTOS DUMONT) - LINHA 11 CORAL DA C	17.174	4,40	-	2,12	6,52
INTERNORTE	COMUM	093	212	-	Integração com LINHA 12 SAFIRA DA CPTM-GUARULHOS (PRACA SANTOS DUMONT) - LINHA 12 SAFIRA DA	17.174	4,40	-	2,12	6,52
INTERNORTE	COMUM	093	215	-	Integração com LINHA 15 PRATA DO METRO-GUARULHOS (PRACA SANTOS DUMONT) - LINHA 15 PRATA DO	17.174	4,40	-	2,12	6,52
INTERNORTE	COMUM	094	-	-	GUARULHOS (COCAIA)- SAO PAULO (PENHA)	14.314	4,10	-	-	4,10
INTERNORTE	COMUM	094	201	-	Integração com LINHA 1 AZUL DO METRO-GUARULHOS (COCAIA) - LINHA 1 AZUL DO METRO	14.314	4,10	-	2,12	6,22
INTERNORTE	COMUM	094	202	-	Integração com LINHA 2 VERDE DO METRO-GUARULHOS (COCAIA) - LINHA 2 VERDE DO METRO	14.314	4,10	-	2,12	6,22
INTERNORTE	COMUM	094	203	-	Integração com LINHA 3 VERMELHA DO METRO-GUARULHOS (COCAIA) - LINHA 3 VERMELHA DO METRO	14.314	4,10	-	2,12	6,22
INTERNORTE	COMUM	094	204	-	Integração com LINHA 4 AMARELA DO METRO-GUARULHOS (COCAIA) - LINHA 4 AMARELA DO METRO	14.314	4,10	-	2,12	6,22
INTERNORTE	COMUM	094	205	-	Integração com LINHA 5 LILAS DO METRO-GUARULHOS (COCAIA) - LINHA 5 LILAS DO METRO	14.314	4,10	-	2,12	6,22
INTERNORTE	COMUM	094	207	-	Integração com LINHA 7 RUBI DA CPTM-GUARULHOS (COCAIA) - LINHA 7 RUBI DA CPTM	14.314	4,10	-	2,12	6,22
INTERNORTE	COMUM	094	208	-	Integração com LINHA 8 DIAMANTE DA CPTM-GUARULHOS (COCAIA) - LINHA 8 DIAMANTE DA CPTM	14.314	4,10	-	2,12	6,22
INTERNORTE	COMUM	094	209	-	Integração com LINHA 9 ESMERALDA DA CPTM-GUARULHOS (COCAIA) - LINHA 9 ESMERALDA DA CPTM	14.314	4,10	-	2,12	6,22
INTERNORTE	COMUM	094	210	-	Integração com LINHA 10 TURQUESA DA CPTM-GUARULHOS (COCAIA) - LINHA 1- TURQUESA DA CPTM	14.314	4,10	-	2,12	6,22
INTERNORTE	COMUM	094	211	-	Integração com LINHA 11 CORAL DA CPTM-GUARULHOS (COCAIA) - LINHA 11 CORAL DA CPTM	14.314	4,10	-	2,12	6,22
INTERNORTE	COMUM	094	212	-	Integração com LINHA 12 SAFIRA DA CPTM-GUARULHOS (COCAIA) - LINHA 12 SAFIRA DA CPTM	14.314	4,10	-	2,12	6,22
INTERNORTE	COMUM	094	215	-	Integração com LINHA 15 PRATA DO METRO-GUARULHOS (COCAIA) - LINHA 15 PRATA DO METRO	14.314	4,10	-	2,12	6,22
INTERNORTE	COMUM	094	301	-	Integração com Linha 097-GUARULHOS (COCAIA) - SAO PAULO (METRO BRAS)	24.807	5,20	-	-	5,20
INTERNORTE	COMUM	095	-	-	GUARULHOS (T.M.TABOAO)- SAO PAULO (METRO BRAS) via AVENIDA GUARULHOS	29.870	5,20	-	-	5,20
INTERNORTE	COMUM	095	201	-	Integração com LINHA 1 AZUL DO METRO-GUARULHOS (T.M.TABOAO) - LINHA 1 AZUL DO METRO	29.870	5,20	-	2,12	7,32
INTERNORTE	COMUM	095	202	-	Integração com LINHA 2 VERDE DO METRO-GUARULHOS (T.M.TABOAO) - LINHA 2 VERDE DO METRO	29.870	5,20	-	2,12	7,32
INTERNORTE	COMUM	095	203	-	Integração com LINHA 3 VERMELHA DO METRO-GUARULHOS (T.M.TABOAO) - LINHA 3 VERMELHA DO METR	29.870	5,20	-	2,12	7,32
INTERNORTE	COMUM	095	204	-	Integração com LINHA 4 AMARELA DO METRO-GUARULHOS (T.M.TABOAO) - LINHA 4 AMARELA DO METRO	29.870	5,20	-	2,12	7,32
INTERNORTE	COMUM	095	205	-	Integração com LINHA 5 LILAS DO METRO-GUARULHOS (T.M.TABOAO) - LINHA 5 LILAS DO METRO	29.870	5,20	-	2,12	7,32
INTERNORTE	COMUM	095	207	-	Integração com LINHA 7 RUBI DA CPTM-GUARULHOS (T.M.TABOAO) - LINHA 7 RUBI DA CPTM	29.870	5,20	-	2,12	7,32
INTERNORTE	COMUM	095	208	-	Integração com LINHA 8 DIAMANTE DA CPTM-GUARULHOS (T.M.TABOAO) - LINHA 8 DIAMANTE DA CPTM	29.870	5,20	-	2,12	7,32
INTERNORTE	COMUM	095	209	-	Integração com LINHA 9 ESMERALDA DA CPTM-GUARULHOS (T.M.TABOAO) - LINHA 9 ESMERALDA DA CPTM	29.870	5,20	-	2,12	7,32
INTERNORTE	COMUM	095	210	-	Integração com LINHA 10 TURQUESA DA CPTM-GUARULHOS (T.M.TABOAO) - LINHA 1- TURQUESA DA CPTM	29.870	5,20	-	2,12	7,32
INTERNORTE	COMUM	095	211	-	Integração com LINHA 11 CORAL DA CPTM-GUARULHOS (T.M.TABOAO) - LINHA 11 CORAL DA CPTM	29.870	5,20	-	2,12	7,32
INTERNORTE	COMUM	095	212	-	Integração com LINHA 12 SAFIRA DA CPTM-GUARULHOS (T.M.TABOAO) - LINHA 12 SAFIRA DA CPTM	29.870	5,20	-	2,12	7,32
INTERNORTE	COMUM	095	215	-	Integração com LINHA 15 PRATA DO METRO-GUARULHOS (T.M.TABOAO) - LINHA 15 PRATA DO METRO	29.870	5,20	-	2,12	7,32
INTERNORTE	COMUM	095	301	-	Integração com LINHA 802 - GUARULHOS - SÃO PAULO (METRO TUCURUVI)	21.454	5,20	-	-	5,20
INTERNORTE	COMUM	095	302	-	Integração com LINHA 802 - SÃO PAULO - GUARULHOS (PARADAS PE.CELESTINO, ANT. DE SOUZA, JOSE C	29.870	5,20	-	-	5,20
INTERNORTE	COMUM	096	-	-	GUARULHOS (HAROLDO VELOSO)- SAO PAULO (METRO BRAS) via GUARULHOS (JARDIM LENIZE)	41.789	6,15	-	-	6,15
										
(*)A tarifa+pedágio:valor pago pelo usuário										
(1)O usuário c/ origem no Metrô ou SPTRANS, paga o complemento no Ônibus Interm.										
(2)Legenda p/ integ.tarifárias: 201 a 215: Trilhos; 300-399:Ônibus Interm.; 400-499:Ônibus Munic.; 500-699:Ônibus Cor. ABD										
										
										
										
										
										
RELATÓRIO TARIFÁRIO - RMSP										
										
Data da Vigência:	09.01.2016									
Data da Atualização:	14.03.2016									
			SEÇÃO/					PARCELA	PARCELA	TARIFA
CONSÓRCIO/EMPRESA	SERVIÇO	LINHA	INTEGRAÇÃO	CIRCULARDENOMINAÇÃO		EXTENSÃO	TARIFA	PEDÁGIO	INTEGRAÇÃO	+ PEDÁGIO
			-2						TRILHOS	+ TRILHOS
INTERNORTE	COMUM	096	201	-	Integração com LINHA 1 AZUL DO METRO-GUARULHOS (HAROLDO VELOSO) - LINHA 1 AZUL DO METRO	41.789	6,15	-	2,12	8,27
INTERNORTE	COMUM	096	202	-	Integração com LINHA 2 VERDE DO METRO-GUARULHOS (HAROLDO VELOSO) - LINHA 2 VERDE DO METRO	41.789	6,15	-	2,12	8,27
INTERNORTE	COMUM	096	203	-	Integração com LINHA 3 VERMELHA DO METRO-GUARULHOS (HAROLDO VELOSO) - LINHA 3 VERMELHA DO	41.789	6,15	-	2,12	8,27
INTERNORTE	COMUM	096	204	-	Integração com LINHA 4 AMARELA DO METRO-GUARULHOS (HAROLDO VELOSO) - LINHA 4 AMARELA DO M	41.789	6,15	-	2,12	8,27
INTERNORTE	COMUM	096	205	-	Integração com LINHA 5 LILAS DO METRO-GUARULHOS (HAROLDO VELOSO) - LINHA 5 LILAS DO METRO	41.789	6,15	-	2,12	8,27
INTERNORTE	COMUM	096	207	-	Integração com LINHA 7 RUBI DA CPTM-GUARULHOS (HAROLDO VELOSO) - LINHA 7 RUBI DA CPTM	41.789	6,15	-	2,12	8,27
